Raport2: CUMPARATE DE MAI MULTE ORI MAI MARI DECAT 0

1 """Blanketed"" Eggplant ":
Rating: 0.0
Pret: 83.0

1950 Celery Seed Dressing :
Rating: 3.75
Pret: 31.0

1951 Celery Stuffed with Smoked Gouda and Sun-Dried Tomatoes :
Rating: 3.75
Pret: 27.0

1952 Celery and Apple Salad Dijon :
Rating: 3.75
Pret: 70.0

1953 Celery and Cilantro Relish :
Rating: 3.75
Pret: 95.0

1954 Celery and Fennel with Bacon :
Rating: 4.375
Pret: 93.0

1955 Celery and Jícama Sauté :
Rating: 3.75
Pret: 87.0

1956 Celery and Parsnip Soup with Green Onion-Dill Matzo Balls :
Rating: 4.375
Pret: 15.0

1957 Celery-Root Soup with Bacon and Green Apple :
Rating: 3.75
Pret: 74.0

1958 Celery-Root and Apple Purée :
Rating: 4.375
Pret: 58.0

1959 Celery-Root and Pecan Salad :
Rating: 4.375
Pret: 29.0

1960 Celery-Root and Potato Latkes :
Rating: 5.0
Pret: 99.0

1961 Central Asian Beef and Lamb Dumplings :
Rating: 3.75
Pret: 82.0

1962 Central Asian Rice and Bean Stew :
Rating: 4.375
Pret: 58.0

1963 Central European Cheese Dumplings :
Rating: 3.125
Pret: 80.0

1964 Ceviche Acapulqueño :
Rating: 5.0
Pret: 61.0

1965 Ceviche Clásico (Classic Ceviche) :
Rating: 2.5
Pret: 99.0

1966 Ceviche Verde (Green Mexican Ceviche) :
Rating: 3.125
Pret: 52.0

1967 Ceviche de Pescado :
Rating: 4.375
Pret: 42.0

1968 Ceviche of Red Snapper :
Rating: 3.75
Pret: 18.0

1969 Chai Pots de Crème :
Rating: 3.125
Pret: 16.0

1970 Chai-Poached Apricots and Plums :
Rating: 4.375
Pret: 73.0

1971 Chai-Spiced Cheesecake with Ginger Crust :
Rating: 3.75
Pret: 49.0

1972 Challah :
Rating: 5.0
Pret: 95.0

1973 Chamomile Crème Anglaise :
Rating: 3.75
Pret: 69.0

1974 Champ :
Rating: 4.375
Pret: 42.0

1975 Champagne Americana :
Rating: 5.0
Pret: 45.0

1976 Champagne Black Raspberry Punch :
Rating: 5.0
Pret: 44.0

1977 Champagne Cocktail :
Rating: 0.0
Pret: 83.0

1978 Champagne Fizz :
Rating: 1.25
Pret: 52.0

1979 Champagne Orange Sorbet :
Rating: 4.375
Pret: 82.0

1980 Champagne Parfaits with Pears and Raspberries :
Rating: 0.0
Pret: 67.0

1981 Champagne Pineapple Cocktail :
Rating: 0.0
Pret: 25.0

1982 Champagne Punch :
Rating: 5.0
Pret: 94.0

1983 Champagne Vinaigrette :
Rating: 3.75
Pret: 93.0

1984 Champagne Zabaglione with Fresh Fruit Compote :
Rating: 4.375
Pret: 53.0

1985 Chandon Brut Mojito :
Rating: 5.0
Pret: 67.0

1986 Chanterelle Mushroom Gravy :
Rating: 5.0
Pret: 53.0

1987 Chanticleer :
Rating: 0.0
Pret: 75.0

1988 Char-Grilled Beef Tenderloin with Three-Herb Chimichurri :
Rating: 3.75
Pret: 63.0

1989 Charmoula :
Rating: 5.0
Pret: 97.0

1990 Charred Eggplant and Tahini Spread :
Rating: 4.375
Pret: 44.0

1991 Charred Green Beans with Lemon Verbena Pesto :
Rating: 4.375
Pret: 73.0

1992 Charred Jalapeño Mayonnaise :
Rating: 0.0
Pret: 15.0

1993 Charred Onion Dip :
Rating: 5.0
Pret: 18.0

1994 Charred Onion and Fennel Soup :
Rating: 3.75
Pret: 28.0

1995 Charred Padrón Chiles and Squid Salad :
Rating: 5.0
Pret: 25.0

1996 Charred Romaine Greek Salad With Quinoa-Crusted Feta :
Rating: 4.375
Pret: 16.0

1997 Charred Romaine with Tomatillo Dressing :
Rating: 5.0
Pret: 94.0

1998 Charred Rosemary–Infused Vodka :
Rating: 0.0
Pret: 36.0

1999 Charred Sugar Snap Peas with Buttermilk Aioli :
Rating: 5.0
Pret: 74.0

2000 Charred Tomatillo Salsa Verde :
Rating: 4.375
Pret: 60.0

2001 Charred Tomato Mint Salsa :
Rating: 3.75
Pret: 85.0

2002 Chawan Mushi with Shrimp and Spring Peas :
Rating: 4.375
Pret: 48.0

2003 Chayote Slaw :
Rating: 3.125
Pret: 39.0

2004 Chayote Soup with Lemongrass and Ginger :
Rating: 4.375
Pret: 25.0

2005 Cheddar & Jalapeño Corn Sticks :
Rating: 3.125
Pret: 64.0

2006 Cheddar Biscuits with Smithfield Ham :
Rating: 3.125
Pret: 89.0

2007 Cheddar Cheese Biscuits :
Rating: 4.375
Pret: 70.0

2008 Cheddar Cheese Biscuits with Dill and Chives :
Rating: 3.75
Pret: 76.0

2009 Cheddar Cheese Scones :
Rating: 3.125
Pret: 97.0

2010 Cheddar Cheese and Onion Pie :
Rating: 4.375
Pret: 15.0

2011 Cheddar Cheese and Red Bell Pepper Strata :
Rating: 4.375
Pret: 25.0

2012 Cheddar Cheese-Stuffed Burgers :
Rating: 4.375
Pret: 100.0

2013 Cheddar Chicken Tenders with Wilted Spinach :
Rating: 5.0
Pret: 74.0

2014 Cheddar Chutney Tea Sandwiches :
Rating: 3.125
Pret: 77.0

2015 Cheddar Chutney Toasts :
Rating: 3.75
Pret: 82.0

2016 Cheddar Corn Bread :
Rating: 3.75
Pret: 89.0

2017 Cheddar Corn Muffins with Jalapeño Butter :
Rating: 3.125
Pret: 99.0

2018 Cheddar Cornmeal Crackers :
Rating: 0.0
Pret: 66.0

2019 Cheddar Cornmeal Muffins :
Rating: 3.125
Pret: 98.0

2020 Cheddar Cornmeal Scones :
Rating: 4.375
Pret: 100.0

2021 Cheddar Crisps with Roasted Grape Relish :
Rating: 3.125
Pret: 95.0

2022 Cheddar Dill Biscuits :
Rating: 4.375
Pret: 13.0

2023 Cheddar Dill Puffs :
Rating: 3.75
Pret: 74.0

2024 Cheddar Garlic Stuffed Potatoes :
Rating: 4.375
Pret: 26.0

2025 Cheddar Horseradish Spread :
Rating: 4.375
Pret: 26.0

2026 Cheddar Jalapeño Corn Sticks :
Rating: 4.375
Pret: 90.0

2027 Cheddar Potato Soup with Bacon :
Rating: 3.75
Pret: 57.0

2028 Cheddar Scones with Ham and Honey-Mustard Butter :
Rating: 4.375
Pret: 54.0

2029 Cheddar Shortcakes with Corned Beef Hash :
Rating: 4.375
Pret: 38.0

2030 Cheddar and Chive Rounds :
Rating: 3.125
Pret: 25.0

2031 Cheddar and Green Pepper Spread :
Rating: 4.375
Pret: 76.0

2032 Cheddar and Mashed Potato Gratin :
Rating: 4.375
Pret: 64.0

2033 Cheddar-Chive Scones :
Rating: 4.375
Pret: 63.0

2034 Cheddar-Stuffed Mushrooms :
Rating: 3.75
Pret: 64.0

2035 Cheese Blintzes :
Rating: 3.75
Pret: 31.0

2036 Cheese Blintzes with Blueberry Sauce :
Rating: 4.375
Pret: 79.0

2037 Cheese Blintzes with Strawberry-Rhubarb Compote :
Rating: 3.75
Pret: 65.0

2038 Cheese Blintzes with Three-Berry Compote :
Rating: 3.75
Pret: 73.0

2039 Cheese Bread Zuder :
Rating: 4.375
Pret: 42.0

2040 Cheese Crisps :
Rating: 3.75
Pret: 67.0

2041 Cheese Enchiladas with Tomatillo-Green Chili Sauce :
Rating: 3.125
Pret: 88.0

2042 Cheese Matzo Blintzes with Asparagus and Dill :
Rating: 3.75
Pret: 19.0

2043 Cheese Puffs Gougères :
Rating: 5.0
Pret: 29.0

2044 Cheese Ravioli with Fresh Tomato Sauce :
Rating: 3.75
Pret: 89.0

2045 Cheese Ravioli with Herbs in Meat Broth :
Rating: 5.0
Pret: 57.0

2046 Cheese and Hominy Quesadillas with Tropical Salsa :
Rating: 4.375
Pret: 68.0

2047 Cheese and Potato Soup :
Rating: 4.375
Pret: 22.0

2048 Cheese- and Shrimp-Stuffed Roasted Poblanos with Red Bell Pepper Sauce :
Rating: 4.375
Pret: 26.0

2049 Cheese-Stuffed Poblanos with Tomato Sauce :
Rating: 4.375
Pret: 67.0

2050 Cheese-Stuffed Potatoes with Yogurt-Spice Paste and Sesame Seed Crust :
Rating: 4.375
Pret: 54.0

2051 Cheese-Stuffed Smoked Pork Chops on Warm Cabbage Caraway Slaw :
Rating: 4.375
Pret: 95.0

2052 Cheese-Stuffed Squash Blossoms with Shaved Baby Squash and Toasted Pumpkin Seeds :
Rating: 4.375
Pret: 55.0

2053 Cheeseburgers with Charred Green Chiles and Onions :
Rating: 4.375
Pret: 99.0

2054 Cheesecake Fruit Tart :
Rating: 4.375
Pret: 37.0

2055 Cheesecake Mousse with Rum-Poached Plums :
Rating: 4.375
Pret: 99.0

2056 Cheesecake with Ginger-Lime Candied Raspberries :
Rating: 4.375
Pret: 72.0

2057 Cheesy Baked Penne with Cauliflower and Crème Fraîche :
Rating: 3.75
Pret: 34.0

2058 Cheesy Chicken and Mushroom Lasagne :
Rating: 5.0
Pret: 72.0

2059 Cheesy Sausage and Sage Stuffing :
Rating: 2.5
Pret: 70.0

2060 Cheesy Zucchini and Red Onion Flatbread :
Rating: 4.375
Pret: 35.0

2061 Chef's Salad :
Rating: 4.375
Pret: 58.0

2062 Cheller's Chews :
Rating: 4.375
Pret: 98.0

2063 Chelsea Sidecar :
Rating: 3.75
Pret: 33.0

2064 Cherries Simmered in Red Wine :
Rating: 5.0
Pret: 84.0

2065 Cherries in Almond Syrup Over Greek Yogurt :
Rating: 3.125
Pret: 58.0

2066 Cherry Almond Cake :
Rating: 4.375
Pret: 97.0

2067 Cherry Almond Shortbread Cookies :
Rating: 1.25
Pret: 53.0

2068 Cherry Barbecue Sauce :
Rating: 4.375
Pret: 20.0

2069 Cherry Cheesecake with Chocolate Almond Crust :
Rating: 4.375
Pret: 25.0

2070 Cherry Clafoutis :
Rating: 3.125
Pret: 12.0

2071 Cherry Cola Barbecue Sauce :
Rating: 5.0
Pret: 29.0

2072 Cherry Compote :
Rating: 4.375
Pret: 88.0

2073 Cherry Newtons and Vanilla Milkshakes :
Rating: 4.375
Pret: 25.0

2074 Cherry Smash :
Rating: 5.0
Pret: 91.0

2075 Cherry Tomato Polenta Tartlets with Basil Mayonnaise :
Rating: 4.375
Pret: 28.0

2076 Cherry Tomatoes Stuffed With Avocado :
Rating: 5.0
Pret: 53.0

2077 Cherry Tortoni :
Rating: 5.0
Pret: 63.0

2078 Cherry and Almond Clafoutis :
Rating: 3.125
Pret: 44.0

2079 Cherry and Apricot Cobbler :
Rating: 4.375
Pret: 69.0

2080 Cherry and Coconut Granola with Yogurt :
Rating: 4.375
Pret: 36.0

2081 Cherry and Peach Compote :
Rating: 0.0
Pret: 98.0

2082 Cherry-Almond Bars :
Rating: 3.125
Pret: 75.0

2083 Cherry-Almond Clafouti :
Rating: 3.75
Pret: 96.0

2084 Cherry-Almond Crisp :
Rating: 4.375
Pret: 58.0

2085 Cherry-Almond Ice Cream Cake with Milk Chocolate Sauce :
Rating: 4.375
Pret: 92.0

2086 Cherry-Almond Sundaes :
Rating: 5.0
Pret: 18.0

2087 Cherry-Almond Trifle :
Rating: 3.75
Pret: 46.0

2088 Cherry-Apple Sauce :
Rating: 4.375
Pret: 94.0

2089 Cherry-Apricot Cobbler :
Rating: 3.125
Pret: 71.0

2090 Cherry-Apricot Compote :
Rating: 4.375
Pret: 25.0

2091 Cherry-Apricot Cream Cheese Tart :
Rating: 2.5
Pret: 69.0

2092 Cherry-Apricot Yogurt Sundaes :
Rating: 5.0
Pret: 40.0

2093 Cherry-Berry Lattice Pie :
Rating: 4.375
Pret: 22.0

2094 Cherry-Bourbon Ice Cream :
Rating: 5.0
Pret: 60.0

2095 Cherry-Bourbon Pie :
Rating: 4.375
Pret: 100.0

2096 Cherry-Chocolate Chunk Ice Cream :
Rating: 0.0
Pret: 30.0

2097 Cherry-Chocolate Shortcakes with Kirsch Whipped Cream :
Rating: 4.375
Pret: 89.0

2098 Cherry-Fudge Brownies with Chocolate Sauce and Chocolate-Dipped Cherries :
Rating: 3.75
Pret: 71.0

2099 Cherry-Topped Almond Panna Cotta :
Rating: 5.0
Pret: 49.0

2100 Cherry-Vanilla Bean Ice Cream with Cherry Sauce :
Rating: 4.375
Pret: 15.0

2101 Cherry-Vanilla Tea Cake with Vanilla Sugar :
Rating: 3.75
Pret: 61.0

2102 Chestnut Cake with Maple Icing :
Rating: 3.75
Pret: 65.0

2103 Chestnut Cheesecake :
Rating: 4.375
Pret: 24.0

2104 Chestnut Fennel Soup :
Rating: 4.375
Pret: 37.0

2105 Chestnut Ice Cream :
Rating: 5.0
Pret: 30.0

2106 Chestnut Risotto with Butternut Squash :
Rating: 3.75
Pret: 99.0

2107 Chestnut Soup :
Rating: 4.375
Pret: 47.0

2108 Chestnut Stuffing :
Rating: 4.375
Pret: 50.0

2109 Chestnut and Sausage Stuffing :
Rating: 4.375
Pret: 21.0

2110 Chestnut and Sherry Soup with Truffle Garnish :
Rating: 5.0
Pret: 30.0

2111 Chestnut and Wild Mushroom Stuffing :
Rating: 4.375
Pret: 46.0

2112 Chestnut-Armagnac Soufflé with Bittersweet Chocolate Sauce :
Rating: 3.75
Pret: 88.0

2113 Chestnut-Caramel Ice Cream :
Rating: 5.0
Pret: 63.0

2114 Chewy Almond-Raspberry Sandwich Cookies :
Rating: 3.75
Pret: 41.0

2115 Chewy Caramel Pecan Bars :
Rating: 3.75
Pret: 20.0

2116 Chewy Coconut–Chocolate Chip Cookies :
Rating: 4.375
Pret: 53.0

2117 Chewy Nut and Cereal Bars :
Rating: 3.75
Pret: 10.0

2118 Chez Gladines' Basque-Style Scrambled Eggs :
Rating: 4.375
Pret: 98.0

2119 Chia Seed Porridge with Orange & Yogurt :
Rating: 4.375
Pret: 38.0

2120 Chianti-Braised Stuffed Chicken Thighs on Egg Noodles :
Rating: 3.75
Pret: 39.0

2121 Chicama Colada :
Rating: 5.0
Pret: 35.0

2122 Chick-Pea Tomato Stew with Moroccan Flavors :
Rating: 4.375
Pret: 24.0

2123 Chick-Pea Walnut Burgers :
Rating: 3.75
Pret: 100.0

2124 Chick-Peas and Swiss Chard :
Rating: 3.75
Pret: 29.0

2125 Chicken & Broccoli with Crispy Noodles :
Rating: 0.0
Pret: 31.0

2126 Chicken Adobo :
Rating: 3.125
Pret: 58.0

2127 Chicken Athena :
Rating: 0.0
Pret: 80.0

2128 Chicken Bacon Roulades :
Rating: 4.375
Pret: 75.0

2129 Chicken Bone Broth :
Rating: 0.0
Pret: 99.0

2130 Chicken Breasts Stuffed with Goat Cheese and Basil :
Rating: 5.0
Pret: 18.0

2131 Chicken Breasts Stuffed with Mushrooms and Spinach :
Rating: 5.0
Pret: 67.0

2132 Chicken Breasts with Chive and Mustard Sauce :
Rating: 3.75
Pret: 91.0

2133 Chicken Breasts with Goat Cheese and Rosemary :
Rating: 4.375
Pret: 41.0

2134 Chicken Breasts with Horseradish-Scallion Crust :
Rating: 3.75
Pret: 72.0

2135 Chicken Breasts with Leeks and Mushrooms :
Rating: 3.75
Pret: 35.0

2136 Chicken Breasts with Poblano Chile Strips and Cream :
Rating: 3.75
Pret: 46.0

2137 Chicken Breasts with Rock-Shrimp Sauce :
Rating: 4.375
Pret: 28.0

2138 Chicken Breasts with Sun-Dried Tomato and Garlic Crust :
Rating: 3.125
Pret: 82.0

2139 Chicken Breasts with Sun-Dried Tomato-Cream Sauce :
Rating: 3.75
Pret: 39.0

2140 Chicken Breasts with Tomatoes and Capers :
Rating: 3.75
Pret: 47.0

2141 Chicken Burgers with Lemon and Tarragon :
Rating: 3.75
Pret: 75.0

2142 Chicken Burritos with Poblano Chiles and Corn :
Rating: 3.75
Pret: 84.0

2143 Chicken Cacciatora :
Rating: 3.75
Pret: 83.0

2144 Chicken Cacciatora with Fusilli :
Rating: 4.375
Pret: 100.0

2145 Chicken Caesar Salad With Crispy Kale :
Rating: 4.375
Pret: 69.0

2146 Chicken Cheddar Quesadillas with Tomato and Corn Salsa :
Rating: 3.75
Pret: 94.0

2147 Chicken Chili Verde :
Rating: 4.375
Pret: 90.0

2148 Chicken Clemenceau :
Rating: 3.125
Pret: 75.0

2149 Chicken Crepes with Asparagus and Mushrooms :
Rating: 3.75
Pret: 58.0

2150 Chicken Curry Soup with Coconut and Lime :
Rating: 4.375
Pret: 61.0

2151 Chicken Curry with Green Apple and Coconut Chutney :
Rating: 4.375
Pret: 27.0

2152 Chicken Curry with Pineapple :
Rating: 3.75
Pret: 47.0

2153 Chicken Curry with Sweet Potatoes :
Rating: 4.375
Pret: 49.0

2154 Chicken Divan :
Rating: 3.75
Pret: 30.0

2155 Chicken Enchiladas :
Rating: 3.75
Pret: 63.0

2156 Chicken Escalopes with Watercress-Green Onion Mayonnaise :
Rating: 5.0
Pret: 82.0

2157 Chicken Flambé :
Rating: 4.375
Pret: 98.0

2158 Chicken Fricassée with Black-Eyed Peas and Spinach :
Rating: 3.75
Pret: 42.0

2159 Chicken Fricassée with Creamy Sweet-and-Sour Dill Sauce :
Rating: 2.5
Pret: 20.0

2160 Chicken Fricassée with Figs and Port Sauce :
Rating: 4.375
Pret: 54.0

2161 Chicken Fricassée with Lemon Mustard Sauce :
Rating: 4.375
Pret: 82.0

2162 Chicken Frico with Gremolata :
Rating: 4.375
Pret: 58.0

2163 Chicken Fried Pork with Milk Gravy :
Rating: 4.375
Pret: 74.0

2164 Chicken Gyros with Yogurt-Dill Sauce :
Rating: 4.375
Pret: 98.0

2165 Chicken Key Lime Curry :
Rating: 4.375
Pret: 68.0

2166 Chicken Laap :
Rating: 4.375
Pret: 69.0

2167 Chicken Liver Mousse :
Rating: 4.375
Pret: 24.0

2168 Chicken Liver Mousse with Riesling-Thyme Gelée :
Rating: 4.375
Pret: 68.0

2169 Chicken Liver Pâté :
Rating: 3.125
Pret: 31.0

2170 Chicken Liver Pâté with Figs and Walnuts :
Rating: 4.375
Pret: 82.0

2171 Chicken Lo Mein with Ginger Mushrooms :
Rating: 3.75
Pret: 71.0

2172 Chicken Long Rice :
Rating: 3.125
Pret: 42.0

2173 Chicken Marbella :
Rating: 5.0
Pret: 67.0

2174 Chicken Marsala :
Rating: 3.125
Pret: 96.0

2175 Chicken Marsala with Sage :
Rating: 4.375
Pret: 99.0

2176 Chicken Milanesa With Maggi Ranch Sauce :
Rating: 3.125
Pret: 16.0

2177 Chicken Mole with Chipotles :
Rating: 3.75
Pret: 20.0

2178 Chicken Muffuletta Salad :
Rating: 4.375
Pret: 68.0

2179 Chicken Negimaki with Spicy Red Pepper Dipping Sauce :
Rating: 4.375
Pret: 56.0

2180 Chicken Normande with Mashed Apples and Potatoes :
Rating: 3.125
Pret: 51.0

2181 Chicken Normandy Withrow :
Rating: 3.75
Pret: 92.0

2182 Chicken Nuggets with Mango and Avocado Salsa :
Rating: 4.375
Pret: 76.0

2183 Chicken Paillards with Radish-Mint Chutney :
Rating: 4.375
Pret: 91.0

2184 Chicken Paprikas :
Rating: 3.75
Pret: 36.0

2185 Chicken Paprikash with Sour Cream :
Rating: 4.375
Pret: 33.0

2186 Chicken Parmesan :
Rating: 4.375
Pret: 72.0

2187 Chicken Parmesan Heros :
Rating: 3.75
Pret: 83.0

2188 Chicken Pasta Salad in Creamy Curry Dressing :
Rating: 3.75
Pret: 100.0

2189 Chicken Picadillo Enchiladas :
Rating: 3.75
Pret: 43.0

2190 Chicken Piccata :
Rating: 4.375
Pret: 50.0

2191 Chicken Piccata with Niçoise Olives :
Rating: 4.375
Pret: 99.0

2192 Chicken Posole :
Rating: 4.375
Pret: 84.0

2193 Chicken Pouqui :
Rating: 3.75
Pret: 42.0

2194 Chicken Quesadillas :
Rating: 5.0
Pret: 93.0

2195 Chicken Roasted with Lemongrass and Garlic :
Rating: 4.375
Pret: 94.0

2196 Chicken Roasted with Onions and Soy Sauce :
Rating: 4.375
Pret: 61.0

2197 Chicken Salad Sandwiches with Blue Cheese :
Rating: 4.375
Pret: 100.0

2198 Chicken Salad Tea Sandwiches with Smoked Almonds :
Rating: 4.375
Pret: 65.0

2199 Chicken Salad with Cilantro and Ginger :
Rating: 3.75
Pret: 95.0

2200 Chicken Salad with Grapes and Walnuts :
Rating: 4.375
Pret: 30.0

2201 Chicken Sandwiches with Chive Butter :
Rating: 3.75
Pret: 61.0

2202 Chicken Satay Bites :
Rating: 3.75
Pret: 35.0

2203 Chicken Sates with Peanut Curry Sauce :
Rating: 3.75
Pret: 68.0

2204 Chicken Sausage :
Rating: 3.125
Pret: 41.0

2205 Chicken Sausage with Cabbage and Onion :
Rating: 3.75
Pret: 68.0

2206 Chicken Sausages Roasted with Potatoes and Brussels Sprouts :
Rating: 3.75
Pret: 88.0

2207 Chicken Sauté Fine Herbes :
Rating: 4.375
Pret: 64.0

2208 Chicken Sauté Provençale :
Rating: 3.75
Pret: 42.0

2209 Chicken Sauté with Garlic :
Rating: 3.75
Pret: 34.0

2210 Chicken Sauté with Green Olive Topping :
Rating: 3.75
Pret: 46.0

2211 Chicken Sauté with Guava Sauce :
Rating: 3.125
Pret: 61.0

2212 Chicken Sauté with Olives and Plum Tomatoes :
Rating: 3.75
Pret: 79.0

2213 Chicken Sauté with Paprika Sauce :
Rating: 3.75
Pret: 80.0

2214 Chicken Sauté with Sherry :
Rating: 3.75
Pret: 31.0

2215 Chicken Sauté with White Wine :
Rating: 4.375
Pret: 82.0

2216 Chicken Schnitzel with Anchovy-Chive Butter Sauce :
Rating: 3.75
Pret: 22.0

2217 Chicken Schnitzel with Chile Cherry Tomatoes and Mozzarella :
Rating: 4.375
Pret: 86.0

2218 Chicken Skewers with Meyer Lemon Salsa :
Rating: 3.75
Pret: 20.0

2219 Chicken Soup :
Rating: 3.75
Pret: 98.0

2220 Chicken Soup Verde :
Rating: 3.125
Pret: 48.0

2221 Chicken Soup with Avocado and Crispy Tortilla Strips :
Rating: 4.375
Pret: 21.0

2222 Chicken Soup with Loads of Vegetables :
Rating: 4.375
Pret: 15.0

2223 Chicken Soup with Stars and Meatballs :
Rating: 4.375
Pret: 90.0

2224 Chicken Soup with Wild Mushrooms and Herbed Matzo Balls :
Rating: 3.75
Pret: 69.0

2225 Chicken Spice Rub :
Rating: 3.75
Pret: 39.0

2226 Chicken Stock :
Rating: 5.0
Pret: 64.0

2227 Chicken Tagine with Apricots and Spiced Pine Nuts :
Rating: 3.75
Pret: 74.0

2228 Chicken Tagine with Chickpeas and Mint :
Rating: 3.75
Pret: 63.0

2229 Chicken Tagine with Couscous :
Rating: 4.375
Pret: 23.0

2230 Chicken Tagine with Spring Vegetables :
Rating: 3.75
Pret: 89.0

2231 Chicken Tamales with Tomatillo-Cilantro Sauce :
Rating: 3.75
Pret: 20.0

2232 Chicken Tetrazzini :
Rating: 4.375
Pret: 26.0

2233 Chicken Thighs with Creole Mustard-Orange Sauce :
Rating: 4.375
Pret: 76.0

2234 Chicken Tikka :
Rating: 4.375
Pret: 68.0

2235 Chicken Tikka Kebabs :
Rating: 3.75
Pret: 58.0

2236 Chicken Tikka Masala :
Rating: 3.75
Pret: 53.0

2237 Chicken Tortilla Soup :
Rating: 5.0
Pret: 33.0

2238 Chicken Under a Brick with Fresh Herb and Garlic Sauce :
Rating: 3.125
Pret: 11.0

2239 Chicken Vegetable Soup with Ginger :
Rating: 3.75
Pret: 27.0

2240 Chicken Vegetable Soup with Lime and Cilantro :
Rating: 4.375
Pret: 100.0

2241 Chicken Vesuvio :
Rating: 3.75
Pret: 91.0

2242 Chicken Vindaloo :
Rating: 4.375
Pret: 95.0

2243 Chicken Wings with Black-Bean Sauce :
Rating: 4.375
Pret: 33.0

2244 Chicken Wings with Curry-Yogurt Glaze :
Rating: 3.75
Pret: 38.0

2245 Chicken Wings with Honey-Soy Glaze :
Rating: 3.75
Pret: 29.0

2246 Chicken and Andouille Sausage Ragù :
Rating: 4.375
Pret: 92.0

2247 Chicken and Apple Curry :
Rating: 3.75
Pret: 14.0

2248 Chicken and Artichoke Fricassée with Morel Mushrooms :
Rating: 4.375
Pret: 63.0

2249 Chicken and Artichoke Stew :
Rating: 5.0
Pret: 25.0

2250 Chicken and Bell Pepper Fajitas :
Rating: 4.375
Pret: 31.0

2251 Chicken and Bell Pepper Pizza with Barbecue Sauce :
Rating: 3.75
Pret: 27.0

2252 Chicken and Bell Pepper with Onion Confit :
Rating: 4.375
Pret: 86.0

2253 Chicken and Biscuits :
Rating: 3.75
Pret: 25.0

2254 Chicken and Broccoli Alfredo :
Rating: 3.75
Pret: 15.0

2255 Chicken and Broccoli Stir-Fry :
Rating: 3.75
Pret: 27.0

2256 Chicken and Caraway Schnitzel with Buttermilk Spaetzle :
Rating: 4.375
Pret: 47.0

2257 Chicken and Cashew Stir-Fry :
Rating: 4.375
Pret: 33.0

2258 Chicken and Celery Pot Stickers :
Rating: 5.0
Pret: 49.0

2259 Chicken and Cilantro Bites :
Rating: 3.75
Pret: 39.0

2260 Chicken and Corn Chowder with Thyme :
Rating: 3.75
Pret: 72.0

2261 Chicken and Corn Stew with Corn Wafers :
Rating: 4.375
Pret: 30.0

2262 Chicken and Couscous with a Punchy Relish :
Rating: 4.375
Pret: 63.0

2263 Chicken and Cucumber Salad with Yogurt Dressing :
Rating: 0.0
Pret: 95.0

2264 Chicken and Dill Fricassée with Sour Cream Shortcakes :
Rating: 4.375
Pret: 30.0

2265 Chicken and Dumplings :
Rating: 4.375
Pret: 35.0

2266 Chicken and Dumplings with Mushrooms :
Rating: 4.375
Pret: 78.0

2267 Chicken and Fall Vegetable Pot Pie :
Rating: 3.75
Pret: 48.0

2268 Chicken and Fennel Pie with Bacon-Biscuit Crust :
Rating: 3.75
Pret: 25.0

2269 Chicken and Fennel Salad Sandwiches :
Rating: 4.375
Pret: 18.0

2270 Chicken and Green Bean Coconut Curry :
Rating: 3.125
Pret: 96.0

2271 Chicken and Green Onion Cobbler :
Rating: 4.375
Pret: 82.0

2272 Chicken and Herb Potstickers with Mint-Chili Sauce :
Rating: 3.75
Pret: 16.0

2273 Chicken and Mango Salad with Ginger-Orange Dressing :
Rating: 4.375
Pret: 82.0

2274 Chicken and Mashed Potatoes with Herb-Roasted Tomatoes and Olive Broth :
Rating: 4.375
Pret: 66.0

2275 Chicken and Mixed Vegetable Stew :
Rating: 4.375
Pret: 53.0

2276 Chicken and Mushroom Enchiladas :
Rating: 5.0
Pret: 29.0

2277 Chicken and Mushroom Marsala :
Rating: 4.375
Pret: 82.0

2278 Chicken and Mushroom Pie with Phyllo-Parmesan Crust :
Rating: 5.0
Pret: 85.0

2279 Chicken and Nectarine Salad with Toasted Cumin Mayonnaise :
Rating: 0.0
Pret: 66.0

2280 Chicken and Pork Stew with Plantains and Potatoes :
Rating: 5.0
Pret: 69.0

2281 Chicken and Root Vegetable Stew :
Rating: 4.375
Pret: 85.0

2282 Chicken and Sausage Jambalaya :
Rating: 4.375
Pret: 13.0

2283 Chicken and Sausage Maque Choux :
Rating: 4.375
Pret: 97.0

2284 Chicken and Shiitake Stir-Fry with Peas and Pea Tendrils :
Rating: 3.75
Pret: 67.0

2285 Chicken and Spelt Soup with Greens :
Rating: 3.125
Pret: 40.0

2286 Chicken and Swiss Chard Enchilada Casserole :
Rating: 4.375
Pret: 60.0

2287 Chicken and Vegetable Pot Pies with Cream Cheese Crust :
